Opportunity Line Name,Opportunity Line ID,Opportunity Line Parent,Line Number,Product Line Name,Product ID,Amount,Total Amount,Quantity,Owner ID,Account,Service Date,Planning Measure
FastOffice Scanner D2200 - Terex -  Opp D1210,Terex Opp D1210 - SOLAR M,OppD1210,2200,FastOffice Scanner D2200,Servers,301000,301000,2200,"Gilmore, Tim",202,6/25/2006,Expansions
CloudLite Server Pro 9100 - Terex -  Opp D1211,Terex Opp D1211 - SP 5.6,OppD1211,9100,CloudLite Server Pro 9100,Storage,60724.00425,60724.00425,9100,"Gilmore, Tim",202,6/13/2025,New Business
LockDown Intro Package - Terex -  Opp D1211,Terex Opp D1211 - ADD,OppD1211,0,LockDown Intro Package,Services,320713.7144,320713.7144,2004,"Gilmore, Tim",202,6/13/2025,New Business
FastOffice Scanner D2400 - Terex -  Opp D1211,Terex Opp D1211 - SOLAR H,OppD1211,2400,FastOffice Scanner D2400,Servers,36562.28131,36562.28131,2400,"Gilmore, Tim",202,6/13/2025,New Business
CloudLite Server Pro 8200 - Cigna -  Opp D1212,Cigna Opp D1212 - SP Att,OppD1212,8200,CloudLite Server Pro 8200,Storage,240000,240000,8200,"Gilmore, Tim",30284,11/28/2025,Expansions
LockDown Individual - Cigna -  Opp D1213,Cigna Opp D1213 - UPG,OppD1213,0,LockDown Individual,Services,600000,600000,3750,"Gilmore, Tim",30284,5/13/2025,New Business
SlimLite Tablet 10x - Cigna -  Opp D1213,Cigna Opp D1213 - HP 3.5,OppD1213,10,SlimLite Tablet 10x,Networking,500000,500000,10,"Gilmore, Tim",30284,5/13/2025,New Business
SlimLite Tablet 10 - Cigna -  Opp D1213,Cigna Opp D1213 - HP 2.5,OppD1213,10,SlimLite Tablet 10,Networking,200000,200000,10,"Gilmore, Tim",30284,5/13/2025,New Business
LockDown Individual - Cigna -  Opp D1214,Cigna Opp D1214 - UPG,OppD1214,0,LockDown Individual,Services,265000,265000,1656,"Gilmore, Tim",30284,9/25/2004,Expansions
SlimLite Tablet 10x - Textron -  Opp D1215,Textron Opp D1215 - HP 3.5,OppD1215,10,SlimLite Tablet 10x,Networking,163000,163000,10,"Gilmore, Tim",14020,11/28/2025,New Business
FastSnap Individual - Textron -  Opp E26,Textron Opp E26 - MTC,OppE26,0,FastSnap Individual,Cloud,143000,143000,150,"Gilmore, Tim",14020,10/16/2025,New Business
LockDown Intro Package - Textron -  Opp E27,Textron Opp E27 - ADD,OppE27,0,LockDown Intro Package,Services,500000,500000,3125,"Gilmore, Tim",14020,12/28/2025,Expansions
FastOffice Scanner D2200 - Textron -  Opp E27,Textron Opp E27 - SOLAR M,OppE27,2200,FastOffice Scanner D2200,Servers,100000,100000,2200,"Gilmore, Tim",14020,12/28/2025,Expansions
SlimLite Tablet 10 - Textron -  Opp E27,Textron Opp E27 - HP 2.5,OppE27,10,SlimLite Tablet 10,Networking,500000,500000,10,"Gilmore, Tim",14020,12/28/2025,Expansions
CloudLite Server Pro 9100 - CVS -  Add On,CVS Add On - SP 5.6,Opp862,9100,CloudLite Server Pro 9100,Storage,344800,344800,9100,"Adams, Jenna",40247,7/30/2025,Expansions
SlimLite Tablet 10 - CVS -  Opp A073,CVS Opp A073 - HP 2.5,Opp15,10,SlimLite Tablet 10,Networking,900000,900000,10,"Adams, Jenna",40247,8/26/2025,New Business
SlimLite Tablet 11 - CVS -  Opp A073,CVS Opp A073 - HP 4.5,Opp15,11,SlimLite Tablet 11,Networking,6529.126539,6529.126539,11,"Adams, Jenna",40247,8/26/2025,New Business
CloudLite Server Pro 8200 - CVS -  Opp A073,CVS Opp A073 - SP Att,Opp15,8200,CloudLite Server Pro 8200,Storage,64769.33902,64769.33902,8200,"Adams, Jenna",40247,8/26/2025,New Business
CloudLite Server Pro 8200 - CVS -  Opp B088,CVS Opp B088 - SP Att,Opp16,8200,CloudLite Server Pro 8200,Storage,275000,275000,8200,"Adams, Jenna",40247,6/25/2002,New Business
CloudLite Server Pro 9100 - CVS -  Opp C015,CVS Opp C015 - SP 5.6,Opp17,9100,CloudLite Server Pro 9100,Storage,110992.5524,110992.5524,9100,"Adams, Jenna",40247,9/23/2025,Expansions
SlimLite Tablet 10x - CVS -  Opp C015,CVS Opp C015 - HP 3.5,Opp17,10,SlimLite Tablet 10x,Networking,34007.44757,34007.44757,10,"Adams, Jenna",40247,9/23/2025,Expansions
FastSnap Intro Package - CVS -  Opp D018,CVS Opp D018 - INST,Opp18,0,FastSnap Intro Package,Cloud,720000,720000,110,"Adams, Jenna",40247,9/28/2025,Expansions
FastOffice Scanner D2200 - CVS -  Opp D065,CVS Opp D065 - SOLAR M,Opp876,2200,FastOffice Scanner D2200,Servers,800000,800000,2200,"Adams, Jenna",40247,8/30/2025,Expansions
SlimLite Tablet 11 - CVS -  Opp A1138,CVS Opp A1138 - HP 4.5,Opp1138,11,SlimLite Tablet 11,Networking,150000,150000,11,"Adams, Jenna",40247,8/26/2025,New Business
SlimLite Tablet 9 - CVS -  Opp A1139,CVS Opp A1139 - HP Att,Opp1139,9,SlimLite Tablet 9,Networking,154427.3224,154427.3224,9,"Adams, Jenna",40247,1/16/2025,New Business
CloudLite Server Pro 9440 - CVS -  Opp A1139,CVS Opp A1139 - SP 5.5,Opp1139,9440,CloudLite Server Pro 9440,Storage,85572.67753,85572.67753,9440,"Adams, Jenna",40247,1/16/2025,New Business
SlimLite Tablet 11 - CVS -  Opp A1140,CVS Opp A1140 - HP 4.5,Opp1140,11,SlimLite Tablet 11,Networking,100000,100000,11,"Adams, Jenna",40247,1/23/2025,Expansions
LockDown Intro Package - CVS -  Opp A1141,CVS Opp A1141 - ADD,Opp1141,0,LockDown Intro Package,Services,95000,95000,594,"Adams, Jenna",40247,9/25/2001,New Business
CloudLite Server Pro 9440 - CVS -  Opp A1142,CVS Opp A1142 - SP 5.5,Opp1142,9440,CloudLite Server Pro 9440,Storage,800000,800000,9440,"Adams, Jenna",40247,6/28/2025,New Business
SlimLite Tablet 10x - CVS -  Opp D1216,CVS Opp D1216 - HP 3.5,OppD1216,10,SlimLite Tablet 10x,Networking,900000,900000,10,"Adams, Jenna",40247,6/28/2025,Expansions
SlimLite Tablet 10 - CVS -  Opp D1216,CVS Opp D1216 - HP 2.5,OppD1216,10,SlimLite Tablet 10,Networking,150000,150000,10,"Adams, Jenna",40247,6/28/2025,Expansions
CloudLite Server Pro 9100 - CVS -  Opp D1216,CVS Opp D1216 - SP 5.6,OppD1216,9100,CloudLite Server Pro 9100,Storage,260706.3274,260706.3274,9100,"Adams, Jenna",40247,6/28/2025,Expansions
SlimLite Tablet 10x - CVS -  Opp D1217,CVS Opp D1217 - HP 3.5,OppD1217,10,SlimLite Tablet 10x,Networking,517000,517000,10,"Adams, Jenna",40247,6/28/2025,New Business
SlimLite Tablet 10 - CVS -  Opp D1218,CVS Opp D1218 - HP 2.5,OppD1218,10,SlimLite Tablet 10,Networking,280791.7211,280791.7211,10,"Adams, Jenna",40247,9/28/2025,New Business
CloudLite Server Pro 8200 - CVS -  Opp D1218,CVS Opp D1218 - SP Att,OppD1218,8200,CloudLite Server Pro 8200,Storage,100000,100000,8200,"Adams, Jenna",40247,9/28/2025,New Business
FastSnap Intro Package - CVS -  Opp D1218,CVS Opp D1218 - INST,OppD1218,0,FastSnap Intro Package,Cloud,50000,50000,100,"Adams, Jenna",40247,9/28/2025,New Business
LockDown Individual - CVS -  Opp D1219,CVS Opp D1219 - UPG,OppD1219,0,LockDown Individual,Services,865000,865000,5406,"Adams, Jenna",40247,6/28/2025,Expansions
FastOffice Scanner D2200 - CVS -  Opp D1220,CVS Opp D1220 - SOLAR M,OppD1220,2200,FastOffice Scanner D2200,Servers,421000,421000,2200,"Adams, Jenna",40247,6/25/2005,Expansions
LockDown Individual - CVS -  Opp E28,CVS Opp E28 - UPG,OppE28,0,LockDown Individual,Services,500000,500000,3125,"Adams, Jenna",40247,12/23/2025,Expansions
FastSnap Intro Package - CVS -  Opp E29,CVS Opp E29 - INST,OppE29,0,FastSnap Intro Package,Cloud,800000,800000,104,"Adams, Jenna",40247,12/13/2025,New Business
SlimLite Tablet 10x - CVS -  Opp E29,CVS Opp E29 - HP 3.5,OppE29,10,SlimLite Tablet 10x,Networking,300000,300000,10,"Adams, Jenna",40247,12/13/2025,New Business
FastOffice Scanner D2200 - CVS -  Opp E29,CVS Opp E29 - SOLAR M,OppE29,2200,FastOffice Scanner D2200,Servers,900000,900000,2200,"Adams, Jenna",40247,12/13/2025,New Business
SlimLite Tablet 9 - CVS -  Opp E30,CVS Opp E30 - HP Att,OppE30,9,SlimLite Tablet 9,Networking,254000,254000,9,"Adams, Jenna",40247,10/16/2025,New Business
SlimLite Tablet 11 - CVS -  Opp E31,CVS Opp E31 - HP 4.5,OppE31,11,SlimLite Tablet 11,Networking,87000,87000,11,"Adams, Jenna",40247,10/23/2025,Expansions
SlimLite Tablet 10x - CVS -  Opp E32,CVS Opp E32 - HP 3.5,OppE32,10,SlimLite Tablet 10x,Networking,101000,101000,10,"Adams, Jenna",40247,9/25/2010,New Business
LockDown Intro Package - CVS -  Opp E33,CVS Opp E33 - ADD,OppE33,0,LockDown Intro Package,Services,900000,900000,5625,"Adams, Jenna",40247,12/13/2025,New Business
CloudLite Server Pro 8200 - Boston Scientific -  Opp A057,Boston Scientific Opp A057 - SP Att,Opp874,8200,CloudLite Server Pro 8200,Storage,181722.1248,181722.1248,8200,"Waterbury, Reggie",20076,7/13/2025,Expansions
SlimLite Tablet 10x - Boston Scientific -  Opp A057,Boston Scientific Opp A057 - HP 3.5,Opp874,10,SlimLite Tablet 10x,Networking,54232.64488,54232.64488,10,"Waterbury, Reggie",20076,7/13/2025,Expansions
SlimLite Tablet 10 - Boston Scientific -  Opp A057,Boston Scientific Opp A057 - HP 2.5,Opp874,10,SlimLite Tablet 10,Networking,113645.2303,113645.2303,10,"Waterbury, Reggie",20076,7/13/2025,Expansions
FastOffice Scanner D2200 - Boston Scientific -  Opp B011,Boston Scientific Opp B011 - SOLAR M,Opp870,2200,FastOffice Scanner D2200,Servers,217309.6581,217309.6581,2200,"Waterbury, Reggie",20076,7/28/2025,New Business
SlimLite Tablet 10x - Boston Scientific -  Opp B011,Boston Scientific Opp B011 - HP 3.5,Opp870,10,SlimLite Tablet 10x,Networking,86093.52789,86093.52789,10,"Waterbury, Reggie",20076,7/28/2025,New Business
CloudLite Server Pro 9440 - Boston Scientific -  Opp B011,Boston Scientific Opp B011 - SP 5.5,Opp870,9440,CloudLite Server Pro 9440,Storage,44596.81404,44596.81404,9440,"Waterbury, Reggie",20076,7/28/2025,New Business
SlimLite Tablet 9 - Boston Scientific -  Opp C096,Boston Scientific Opp C096 - HP Att,Opp871,9,SlimLite Tablet 9,Networking,850000,850000,9,"Waterbury, Reggie",20076,5/25/2003,Expansions
LockDown Individual - Boston Scientific -  Opp D02,Boston Scientific Opp D02 - UPG,Opp875,0,LockDown Individual,Services,350000,350000,2188,"Waterbury, Reggie",20076,7/16/2025,Expansions
FastSnap Individual - Boston Scientific -  Opp D069,Boston Scientific Opp D069 - MTC,Opp872,0,FastSnap Individual,Cloud,348800,348800,160,"Waterbury, Reggie",20076,8/28/2025,New Business
FastOffice Scanner D2200 - Boston Scientific -  Opp D075,Boston Scientific Opp D075 - SOLAR M,Opp873,2200,FastOffice Scanner D2200,Servers,76029.0747,76029.0747,2200,"Waterbury, Reggie",20076,7/13/2025,Expansions
SlimLite Tablet 9 - Boston Scientific -  Opp D075,Boston Scientific Opp D075 - HP Att,Opp873,9,SlimLite Tablet 9,Networking,168844.8417,168844.8417,9,"Waterbury, Reggie",20076,7/13/2025,Expansions
CloudLite Server Pro 9440 - Boston Scientific -  Opp D075,Boston Scientific Opp D075 - SP 5.5,Opp873,9440,CloudLite Server Pro 9440,Storage,104326.0836,104326.0836,9440,"Waterbury, Reggie",20076,7/13/2025,Expansions
FastOffice Scanner D2200 - EMC -  Opp A1132,EMC Opp A1132 - SOLAR M,Opp1132,2200,FastOffice Scanner D2200,Servers,500000,500000,2200,"Waterbury, Reggie",137,9/25/2001,New Business
CloudLite Server Pro 9100 - EMC -  Opp A1133,EMC Opp A1133 - SP 5.6,Opp1133,9100,CloudLite Server Pro 9100,Storage,125000,125000,9100,"Waterbury, Reggie",137,9/28/2025,Expansions
FastSnap Intro Package - EMC -  Opp A1134,EMC Opp A1134 - INST,Opp1134,0,FastSnap Intro Package,Cloud,75000,75000,120,"Waterbury, Reggie",137,6/25/2002,Expansions
FastOffice Scanner D2200 - EMC -  Opp A1135,EMC Opp A1135 - SOLAR M,Opp1135,2200,FastOffice Scanner D2200,Servers,42769.88046,42769.88046,2200,"Waterbury, Reggie",137,8/29/2025,Expansions
FastOffice Scanner D2400 - EMC -  Opp A1135,EMC Opp A1135 - SOLAR H,Opp1135,2400,FastOffice Scanner D2400,Servers,93342.03548,93342.03548,2400,"Waterbury, Reggie",137,8/29/2025,Expansions
LockDown Intro Package - EMC -  Opp A1135,EMC Opp A1135 - ADD,Opp1135,0,LockDown Intro Package,Services,43888.08407,43888.08407,274,"Waterbury, Reggie",137,8/29/2025,Expansions
SlimLite Tablet 11 - EMC -  Opp A1136,EMC Opp A1136 - HP 4.5,Opp1136,11,SlimLite Tablet 11,Networking,800000,800000,11,"Waterbury, Reggie",137,11/28/2025,New Business
FastOffice Scanner D2400 - EMC -  Opp A1137,EMC Opp A1137 - SOLAR H,Opp1137,2400,FastOffice Scanner D2400,Servers,100000,100000,2400,"Waterbury, Reggie",137,8/25/2002,New Business
LockDown Intro Package - Boston Scientific -  Opp D1221,Boston Scientific Opp D1221 - ADD,OppD1221,0,LockDown Intro Package,Services,245051.2977,245051.2977,1532,"Waterbury, Reggie",20076,6/28/2025,Expansions
CloudLite Server Pro 9100 - Boston Scientific -  Opp D1221,Boston Scientific Opp D1221 - SP 5.6,OppD1221,9100,CloudLite Server Pro 9100,Storage,200000,200000,9100,"Waterbury, Reggie",20076,6/28/2025,Expansions
FastSnap Individual - Boston Scientific -  Opp D1221,Boston Scientific Opp D1221 - MTC,OppD1221,0,FastSnap Individual,Cloud,190000,190000,130,"Waterbury, Reggie",20076,6/28/2025,Expansions
SlimLite Tablet 10 - Boston Scientific -  Opp D1222,Boston Scientific Opp D1222 - HP 2.5,OppD1222,10,SlimLite Tablet 10,Networking,444000,444000,10,"Waterbury, Reggie",20076,5/13/2025,Expansions
FastSnap Individual - Boston Scientific -  Opp D1223,Boston Scientific Opp D1223 - MTC,OppD1223,0,FastSnap Individual,Cloud,280000,280000,150,"Waterbury, Reggie",20076,6/28/2025,Expansions
LockDown Intro Package - Boston Scientific -  Opp D1223,Boston Scientific Opp D1223 - ADD,OppD1223,0,LockDown Intro Package,Services,392942.3884,392942.3884,2456,"Waterbury, Reggie",20076,6/28/2025,Expansions
LockDown Individual - Boston Scientific -  Opp D1224,Boston Scientific Opp D1224 - UPG,OppD1224,0,LockDown Individual,Services,800000,800000,5000,"Waterbury, Reggie",20076,6/13/2025,New Business
FastSnap Individual - Boston Scientific -  Opp D1225,Boston Scientific Opp D1225 - MTC,OppD1225,0,FastSnap Individual,Cloud,420000,420000,120,"Waterbury, Reggie",20076,6/28/2025,Expansions
FastOffice Scanner D2400 - Boston Scientific -  Opp E34,Boston Scientific Opp E34 - SOLAR H,OppE34,2400,FastOffice Scanner D2400,Servers,390000,390000,2400,"Waterbury, Reggie",20076,10/28/2025,New Business
SlimLite Tablet 11 - EMC -  Opp E35,EMC Opp E35 - HP 4.5,OppE35,11,SlimLite Tablet 11,Networking,252000,252000,11,"Waterbury, Reggie",137,9/25/2010,New Business
SlimLite Tablet 10x - EMC -  Opp E36,EMC Opp E36 - HP 3.5,OppE36,10,SlimLite Tablet 10x,Networking,900000,900000,10,"Waterbury, Reggie",137,12/13/2025,Expansions
CloudLite Server Pro 9440 - EMC -  Opp E37,EMC Opp E37 - SP 5.5,OppE37,9440,CloudLite Server Pro 9440,Storage,65000,65000,9440,"Waterbury, Reggie",137,6/25/2005,Expansions
SlimLite Tablet 11 - EMC -  Opp E38,EMC Opp E38 - HP 4.5,OppE38,11,SlimLite Tablet 11,Networking,191000,191000,11,"Waterbury, Reggie",137,11/28/2025,Expansions
FastOffice Scanner D2400 - EMC -  Opp E39,EMC Opp E39 - SOLAR H,OppE39,2400,FastOffice Scanner D2400,Servers,900000,900000,2400,"Waterbury, Reggie",137,11/28/2025,New Business
LockDown Intro Package - EMC -  Opp E40,EMC Opp E40 - ADD,OppE40,0,LockDown Intro Package,Services,112000,112000,700,"Waterbury, Reggie",137,8/25/2005,New Business
SlimLite Tablet 10 - Aramark -  Panel Roll Out,Aramark Panel Roll Out - HP 2.5,Opp861,10,SlimLite Tablet 10,Networking,344400,344400,10,"Thompson, Will",97020,8/26/2025,Expansions
SlimLite Tablet 11 - Aramark -  Opp A056,Aramark Opp A056 - HP 4.5,Opp59,11,SlimLite Tablet 11,Networking,150000,150000,11,"Thompson, Will",97020,12/25/2002,Expansions
SlimLite Tablet 10x - Aramark -  Opp B045,Aramark Opp B045 - HP 3.5,Opp60,10,SlimLite Tablet 10x,Networking,53474.2955,53474.2955,10,"Thompson, Will",97020,8/28/2025,New Business
FastSnap Intro Package - Aramark -  Opp B045,Aramark Opp B045 - INST,Opp60,0,FastSnap Intro Package,Cloud,15971.77985,15971.77985,140,"Thompson, Will",97020,8/28/2025,New Business
FastOffice Scanner D2400 - Aramark -  Opp B045,Aramark Opp B045 - SOLAR H,Opp60,2400,FastOffice Scanner D2400,Servers,5553.924652,5553.924652,2400,"Thompson, Will",97020,8/28/2025,New Business
CloudLite Server Pro 9440 - Aramark -  Opp C027,Aramark Opp C027 - SP 5.5,Opp61,9440,CloudLite Server Pro 9440,Storage,350000,350000,9440,"Thompson, Will",97020,9/18/2025,New Business
SlimLite Tablet 10x - Aramark -  Opp C027,Aramark Opp C027 - HP 3.5,Opp61,10,SlimLite Tablet 10x,Networking,70000,70000,10,"Thompson, Will",97020,9/18/2025,New Business
FastOffice Scanner D2400 - Aramark -  Opp C027,Aramark Opp C027 - SOLAR H,Opp61,2400,FastOffice Scanner D2400,Servers,50000,50000,2400,"Thompson, Will",97020,9/18/2025,New Business
LockDown Individual - Aramark -  Opp D084,Aramark Opp D084 - UPG,Opp62,0,LockDown Individual,Services,480000,480000,3000,"Thompson, Will",97020,4/30/2025,New Business
FastSnap Individual - United Technologies -  Opp A1143,United Technologies Opp A1143 - MTC,Opp1143,0,FastSnap Individual,Cloud,100000,100000,150,"Thompson, Will",14882,1/13/2025,New Business
SlimLite Tablet 10x - United Technologies -  Opp A1144,United Technologies Opp A1144 - HP 3.5,Opp1144,10,SlimLite Tablet 10x,Networking,7612.294487,7612.294487,10,"Thompson, Will",14882,8/19/2025,Expansions
FastSnap Intro Package - United Technologies -  Opp A1144,United Technologies Opp A1144 - INST,Opp1144,0,FastSnap Intro Package,Cloud,122216.9119,122216.9119,110,"Thompson, Will",14882,8/19/2025,Expansions
SlimLite Tablet 10 - United Technologies -  Opp A1144,United Technologies Opp A1144 - HP 2.5,Opp1144,10,SlimLite Tablet 10,Networking,90170.79357,90170.79357,10,"Thompson, Will",14882,8/19/2025,Expansions
FastSnap Intro Package - United Technologies -  Opp A1145,United Technologies Opp A1145 - INST,Opp1145,0,FastSnap Intro Package,Cloud,8786.105993,8786.105993,120,"Thompson, Will",14882,1/23/2025,Expansions
FastSnap Individual - United Technologies -  Opp A1145,United Technologies Opp A1145 - MTC,Opp1145,0,FastSnap Individual,Cloud,8035.439705,8035.439705,140,"Thompson, Will",14882,1/23/2025,Expansions
CloudLite Server Pro 8200 - United Technologies -  Opp A1145,United Technologies Opp A1145 - SP Att,Opp1145,8200,CloudLite Server Pro 8200,Storage,81178.4543,81178.4543,8200,"Thompson, Will",14882,1/23/2025,Expansions
CloudLite Server Pro 8200 - Xerox -  Opp A1146,Xerox Opp A1146 - SP Att,Opp1146,8200,CloudLite Server Pro 8200,Storage,145000,145000,8200,"Thompson, Will",187,9/28/2025,Expansions
FastOffice Scanner D2200 - Xerox -  Opp A1147,Xerox Opp A1147 - SOLAR M,Opp1147,2200,FastOffice Scanner D2200,Servers,95781.18943,95781.18943,2200,"Thompson, Will",187,1/29/2025,New Business
SlimLite Tablet 11 - Xerox -  Opp A1147,Xerox Opp A1147 - HP 4.5,Opp1147,11,SlimLite Tablet 11,Networking,120876.6252,120876.6252,11,"Thompson, Will",187,1/29/2025,New Business
FastOffice Scanner D2400 - Xerox -  Opp A1147,Xerox Opp A1147 - SOLAR H,Opp1147,2400,FastOffice Scanner D2400,Servers,3342.185403,3342.185403,2400,"Thompson, Will",187,1/29/2025,New Business
FastSnap Individual - Xerox -  Opp A1148,Xerox Opp A1148 - MTC,Opp1148,0,FastSnap Individual,Cloud,700000,700000,150,"Thompson, Will",187,6/13/2025,New Business
CloudLite Server Pro 9100 - Xerox -  Opp A1148,Xerox Opp A1148 - SP 5.6,Opp1148,9100,CloudLite Server Pro 9100,Storage,900000,900000,9100,"Thompson, Will",187,6/13/2025,New Business
SlimLite Tablet 11 - Xerox -  Opp A1148,Xerox Opp A1148 - HP 4.5,Opp1148,11,SlimLite Tablet 11,Networking,600000,600000,11,"Thompson, Will",187,6/13/2025,New Business
SlimLite Tablet 10 - Xerox -  Opp A1149,Xerox Opp A1149 - HP 2.5,Opp1149,10,SlimLite Tablet 10,Networking,110000,110000,10,"Thompson, Will",187,6/25/2002,New Business
SlimLite Tablet 10 - Aramark -  Opp D1226,Aramark Opp D1226 - HP 2.5,OppD1226,10,SlimLite Tablet 10,Networking,299000,299000,10,"Thompson, Will",97020,6/25/2005,Expansions
LockDown Individual - Aramark -  Opp D1227,Aramark Opp D1227 - UPG,OppD1227,0,LockDown Individual,Services,184000,184000,1150,"Thompson, Will",97020,6/18/2025,New Business
FastOffice Scanner D2400 - United Technologies -  Opp D1228,United Technologies Opp D1228 - SOLAR H,OppD1228,2400,FastOffice Scanner D2400,Servers,280000,280000,2400,"Thompson, Will",14882,6/25/2005,Expansions
CloudLite Server Pro 8200 - Xerox -  Opp D1229,Xerox Opp D1229 - SP Att,OppD1229,8200,CloudLite Server Pro 8200,Storage,280000,280000,8200,"Thompson, Will",187,4/28/2025,New Business
FastOffice Scanner D2400 - Xerox -  Opp D1230,Xerox Opp D1230 - SOLAR H,OppD1230,2400,FastOffice Scanner D2400,Servers,301000,301000,2400,"Thompson, Will",187,8/25/2006,New Business
SlimLite Tablet 11 - Aramark -  Opp E41,Aramark Opp E41 - HP 4.5,OppE41,11,SlimLite Tablet 11,Networking,900000,900000,11,"Thompson, Will",97020,12/28/2025,Expansions
SlimLite Tablet 9 - Aramark -  Opp E42,Aramark Opp E42 - HP Att,OppE42,9,SlimLite Tablet 9,Networking,700000,700000,9,"Thompson, Will",97020,11/28/2025,New Business
SlimLite Tablet 10 - Aramark -  Opp E43,Aramark Opp E43 - HP 2.5,OppE43,10,SlimLite Tablet 10,Networking,900000,900000,10,"Thompson, Will",97020,12/13/2025,New Business
FastSnap Intro Package - Aramark -  Opp E43,Aramark Opp E43 - INST,OppE43,0,FastSnap Intro Package,Cloud,800000,800000,110,"Thompson, Will",97020,12/13/2025,New Business
CloudLite Server Pro 9440 - Aramark -  Opp E43,Aramark Opp E43 - SP 5.5,OppE43,9440,CloudLite Server Pro 9440,Storage,90000,90000,9440,"Thompson, Will",97020,12/13/2025,New Business
